Date,Text,Likes,Retweets
2023-05-16,Banking sector showing strong momentum,320,10
2022-12-13,NEPSE might correct soon,35,81
2023-11-05,Banking stocks may rise tomorrow,133,117
2023-10-25,Hydropower stocks trending among investors,310,145
2022-08-12,Market volatility creating trading opportunities,261,148
2022-01-14,Banking sector showing strong momentum,387,130
2022-11-06,Banking stocks may rise tomorrow,451,2
2022-12-30,Market volatility creating trading opportunities,172,84
2023-05-30,Hydropower stocks trending among investors,289,71
2023-07-17,Banking stocks may rise tomorrow,293,94
2022-02-01,Market volatility creating trading opportunities,217,84
2023-10-22,Great opportunity to buy hydropower stocks,370,84
2023-10-12,Hydropower stocks trending among investors,423,133
2023-02-24,Hydropower stocks trending among investors,46,15
2023-01-19,Great opportunity to buy hydropower stocks,429,145
2022-07-15,Hydropower stocks trending among investors,216,139
2022-10-19,NEPSE might correct soon,393,57
2022-07-12,NEPSE might correct soon,215,124
2022-04-30,Great opportunity to buy hydropower stocks,251,143
2023-03-23,NEPSE might correct soon,11,35
2023-04-12,Banking sector showing strong momentum,480,95
2022-06-13,Market volatility creating trading opportunities,24,1
2023-01-09,Investors confident about long term growth,39,128
2022-02-07,Great opportunity to buy hydropower stocks,272,26
2023-08-10,Market looks bearish today,484,10
2022-08-06,Hydropower stocks trending among investors,487,32
2022-02-20,Hydropower stocks trending among investors,389,9
2023-11-29,Banking stocks may rise tomorrow,21,99
2022-03-20,Banking sector showing strong momentum,185,127
2023-08-21,Banking sector showing strong momentum,433,48
2022-04-21,Market volatility creating trading opportunities,327,97
2023-01-15,Market volatility creating trading opportunities,201,91
2023-10-16,Banking stocks may rise tomorrow,258,7
2023-09-13,Market looks bearish today,97,141
2022-08-23,Market looks bearish today,366,23
2022-10-12,Market volatility creating trading opportunities,278,124
2023-10-21,Market looks bearish today,289,20
2022-05-12,Market looks bearish today,489,17
2022-03-29,Great opportunity to buy hydropower stocks,500,17
2023-05-01,NEPSE might correct soon,299,67
2023-01-04,Banking stocks may rise tomorrow,114,127
2023-04-10,Great opportunity to buy hydropower stocks,497,107
2022-07-17,NEPSE might correct soon,291,63
2023-06-28,Banking stocks may rise tomorrow,210,56
2022-06-03,Market looks bearish today,350,54
2023-08-23,Great opportunity to buy hydropower stocks,445,96
2022-11-27,NEPSE might correct soon,80,134
2022-05-01,Market looks bearish today,367,32
2023-07-15,Market volatility creating trading opportunities,397,48
2022-05-18,Investors confident about long term growth,184,126
2023-07-01,Investors confident about long term growth,34,46
2023-09-02,NEPSE might correct soon,145,6
2023-08-06,Great opportunity to buy hydropower stocks,185,103
2022-01-14,NEPSE might correct soon,49,3
2022-04-13,Hydropower stocks trending among investors,257,2
2023-10-22,Banking stocks may rise tomorrow,232,31
2022-07-12,Banking stocks may rise tomorrow,173,69
2023-03-01,Market volatility creating trading opportunities,467,1
2022-04-26,Market volatility creating trading opportunities,407,146
2022-12-24,Market volatility creating trading opportunities,134,112
2022-03-18,Market volatility creating trading opportunities,217,109
2023-01-07,NEPSE might correct soon,152,35
2023-05-25,Great opportunity to buy hydropower stocks,246,134
2022-04-29,Market volatility creating trading opportunities,201,107
2022-08-26,Market looks bearish today,122,45
2023-01-24,Hydropower stocks trending among investors,66,29
2022-07-22,Investors confident about long term growth,469,59
2022-05-03,NEPSE might correct soon,412,81
2023-02-14,Banking sector showing strong momentum,69,46
2022-03-15,Banking stocks may rise tomorrow,207,95
2023-07-31,Hydropower stocks trending among investors,79,129
2022-04-21,Banking stocks may rise tomorrow,10,103
2022-04-04,Market volatility creating trading opportunities,107,63
2022-12-02,Banking sector showing strong momentum,375,105
2023-03-07,Great opportunity to buy hydropower stocks,495,146
2023-01-25,Market looks bearish today,108,51
2023-08-26,NEPSE might correct soon,427,87
2023-04-21,Great opportunity to buy hydropower stocks,123,16
2023-11-17,Banking stocks may rise tomorrow,329,27
2022-05-16,Banking stocks may rise tomorrow,248,77
2022-07-22,NEPSE might correct soon,387,120
2023-02-17,Banking stocks may rise tomorrow,156,92
2023-11-20,Hydropower stocks trending among investors,100,61
2023-05-06,Banking sector showing strong momentum,232,122
2023-08-19,Investors confident about long term growth,164,24
2023-09-27,NEPSE might correct soon,106,102
2023-10-15,NEPSE might correct soon,74,57
2022-01-31,Market looks bearish today,10,45
2022-12-23,NEPSE might correct soon,171,71
2022-05-02,NEPSE might correct soon,222,86
2022-12-17,Market volatility creating trading opportunities,352,60
2022-02-04,Market looks bearish today,397,121
2022-09-24,Banking stocks may rise tomorrow,151,150
2022-04-21,Hydropower stocks trending among investors,198,71
2022-11-24,Banking stocks may rise tomorrow,201,33
2023-07-06,Market volatility creating trading opportunities,88,59
2022-10-15,NEPSE might correct soon,298,136
2022-05-08,Banking sector showing strong momentum,278,4
2022-02-03,Banking sector showing strong momentum,253,98
2023-04-21,NEPSE might correct soon,190,61
2023-01-12,NEPSE might correct soon,442,148
2023-02-03,Banking sector showing strong momentum,371,66
2023-05-15,Market volatility creating trading opportunities,447,2
2022-05-06,NEPSE might correct soon,179,57
2022-03-06,Banking sector showing strong momentum,414,7
2023-01-21,Hydropower stocks trending among investors,253,63
2023-03-21,Hydropower stocks trending among investors,287,148
2023-05-18,Banking stocks may rise tomorrow,163,20
2023-11-08,Market volatility creating trading opportunities,338,115
2023-06-26,NEPSE might correct soon,134,132
2022-10-09,NEPSE might correct soon,497,24
2023-06-17,Hydropower stocks trending among investors,354,102
2023-08-06,Investors confident about long term growth,418,23
2023-02-13,Market looks bearish today,331,118
2023-03-15,Hydropower stocks trending among investors,191,126
2023-05-27,Market volatility creating trading opportunities,67,140
2023-04-21,Banking stocks may rise tomorrow,155,62
2023-11-14,Banking stocks may rise tomorrow,313,60
2022-08-26,Hydropower stocks trending among investors,389,88
2023-10-15,Great opportunity to buy hydropower stocks,278,111
2023-11-09,Banking sector showing strong momentum,151,65
2023-04-11,Banking stocks may rise tomorrow,154,141
2022-08-13,NEPSE might correct soon,311,23
2022-02-11,Market looks bearish today,170,42
2023-05-21,Market volatility creating trading opportunities,142,128
2023-02-28,Great opportunity to buy hydropower stocks,477,68
2023-05-09,Banking stocks may rise tomorrow,345,121
2022-03-23,Market looks bearish today,199,148
2023-03-07,NEPSE might correct soon,214,141
2022-05-17,Market looks bearish today,133,73
2023-04-16,Market looks bearish today,473,116
2023-04-15,Banking sector showing strong momentum,326,84
2023-07-12,NEPSE might correct soon,228,57
2023-01-16,Banking sector showing strong momentum,246,109
2022-01-27,Banking stocks may rise tomorrow,332,132
2023-01-31,Banking sector showing strong momentum,269,118
2023-08-25,Banking sector showing strong momentum,21,71
2022-12-22,Market looks bearish today,302,49
2022-12-07,Market looks bearish today,90,94
2023-07-14,Market volatility creating trading opportunities,43,45
2022-04-26,Banking sector showing strong momentum,146,106
2023-11-10,Investors confident about long term growth,163,28
2022-05-22,Hydropower stocks trending among investors,258,12
2022-07-25,Investors confident about long term growth,120,103
2023-04-26,Great opportunity to buy hydropower stocks,127,89
2023-09-06,Banking sector showing strong momentum,265,124
2022-03-29,Great opportunity to buy hydropower stocks,159,28
2022-05-06,Hydropower stocks trending among investors,207,126
2022-11-10,Market volatility creating trading opportunities,449,128
2023-04-08,NEPSE might correct soon,150,123
2023-08-31,Hydropower stocks trending among investors,292,13
2022-03-27,Banking sector showing strong momentum,406,122
2023-06-23,Hydropower stocks trending among investors,35,78
2022-06-13,Banking sector showing strong momentum,302,28
2022-04-15,Investors confident about long term growth,305,44
2022-12-09,Banking stocks may rise tomorrow,312,130
2022-08-10,NEPSE might correct soon,73,8
2023-01-10,Investors confident about long term growth,433,51
2022-02-21,Market looks bearish today,239,109
2022-10-23,Banking stocks may rise tomorrow,36,112
2022-06-14,Market looks bearish today,51,113
2023-01-09,Banking sector showing strong momentum,470,19
2023-06-07,Market volatility creating trading opportunities,16,45
2022-01-25,Banking stocks may rise tomorrow,24,144
2022-07-24,Banking stocks may rise tomorrow,182,70
2022-02-09,Market volatility creating trading opportunities,483,34
2023-07-25,Market looks bearish today,472,131
2022-03-31,Market volatility creating trading opportunities,189,52
2023-09-08,Banking stocks may rise tomorrow,393,146
2023-09-08,Banking stocks may rise tomorrow,312,90
2022-03-27,Great opportunity to buy hydropower stocks,60,105
2023-03-15,Market volatility creating trading opportunities,364,130
2023-08-25,Banking stocks may rise tomorrow,378,80
2022-10-14,Investors confident about long term growth,143,5
2022-12-13,NEPSE might correct soon,78,149
2023-02-28,NEPSE might correct soon,402,135
2023-07-19,Banking stocks may rise tomorrow,149,72
2023-04-03,Hydropower stocks trending among investors,488,87
2022-02-11,Market volatility creating trading opportunities,237,68
2023-07-15,NEPSE might correct soon,402,79
2022-04-11,Market looks bearish today,241,73
2023-08-08,NEPSE might correct soon,311,89
2023-06-29,Investors confident about long term growth,164,20
2022-06-08,Great opportunity to buy hydropower stocks,105,140
2022-12-12,Hydropower stocks trending among investors,86,142
2023-03-23,NEPSE might correct soon,238,103
2022-06-24,Hydropower stocks trending among investors,308,94
2023-01-03,Market looks bearish today,255,8
2023-01-26,Market looks bearish today,305,137
2022-09-09,Investors confident about long term growth,286,95
2022-10-11,Great opportunity to buy hydropower stocks,143,24
2022-08-18,Great opportunity to buy hydropower stocks,30,143
2023-06-19,Hydropower stocks trending among investors,232,74
2022-09-16,Investors confident about long term growth,257,80
2022-08-26,Banking sector showing strong momentum,171,78
2022-10-15,Great opportunity to buy hydropower stocks,145,64
2022-05-10,Investors confident about long term growth,441,129
2023-02-18,Banking sector showing strong momentum,418,30
2023-02-04,Banking sector showing strong momentum,237,35
2023-08-15,Investors confident about long term growth,465,20
2022-09-13,Hydropower stocks trending among investors,418,34
2022-08-03,NEPSE might correct soon,247,10
2022-05-15,Banking sector showing strong momentum,35,113
2022-01-28,Banking sector showing strong momentum,38,27
2022-11-26,Market volatility creating trading opportunities,437,48
2023-02-05,Banking stocks may rise tomorrow,380,21
2022-12-31,Market looks bearish today,423,144
2023-02-07,Hydropower stocks trending among investors,208,105
2022-11-15,Hydropower stocks trending among investors,177,73
2023-05-03,Banking stocks may rise tomorrow,182,30
2023-03-05,Banking stocks may rise tomorrow,135,27
2023-02-24,Market looks bearish today,82,136
2022-03-18,NEPSE might correct soon,187,86
2023-05-20,Market volatility creating trading opportunities,51,123
2023-02-11,NEPSE might correct soon,227,147
2022-12-08,Market looks bearish today,324,66
2023-08-23,Market looks bearish today,293,37
2022-01-03,Banking sector showing strong momentum,343,87
2022-02-07,NEPSE might correct soon,256,142
2022-06-18,Hydropower stocks trending among investors,344,49
2023-10-04,Investors confident about long term growth,157,135
2022-10-18,Banking sector showing strong momentum,191,108
2023-03-25,NEPSE might correct soon,439,141
2022-08-04,Banking sector showing strong momentum,412,23
2022-11-11,Investors confident about long term growth,151,81
2022-09-27,Banking stocks may rise tomorrow,102,27
2023-11-26,Market looks bearish today,374,48
2023-10-30,Investors confident about long term growth,278,83
2022-09-26,Banking sector showing strong momentum,177,24
2023-03-26,Market looks bearish today,221,124
2023-01-20,Great opportunity to buy hydropower stocks,128,60
2023-03-19,Great opportunity to buy hydropower stocks,259,28
2022-12-27,Market volatility creating trading opportunities,58,122
2022-07-08,Banking sector showing strong momentum,56,133
2023-07-06,Banking sector showing strong momentum,64,84
2023-10-19,Market looks bearish today,153,83
2022-04-02,Hydropower stocks trending among investors,303,122
2022-10-05,NEPSE might correct soon,257,106
2023-08-08,Hydropower stocks trending among investors,391,68
2023-11-29,Investors confident about long term growth,225,105
2022-01-02,NEPSE might correct soon,436,46
2022-05-24,Hydropower stocks trending among investors,180,7
2022-09-04,Banking stocks may rise tomorrow,48,70
2022-12-16,Market volatility creating trading opportunities,92,42
2023-05-24,Investors confident about long term growth,124,26
2022-03-08,Market looks bearish today,301,33
2023-04-08,Banking sector showing strong momentum,7,14
2022-08-05,Great opportunity to buy hydropower stocks,148,20
2022-02-16,Banking stocks may rise tomorrow,397,138
2023-03-09,Market volatility creating trading opportunities,272,31
2023-04-04,Investors confident about long term growth,212,104
2022-03-02,Hydropower stocks trending among investors,475,20
2022-07-05,Banking stocks may rise tomorrow,157,43
2023-01-17,Market looks bearish today,251,128
2022-06-01,Hydropower stocks trending among investors,245,18
2022-04-02,NEPSE might correct soon,378,4
2022-06-14,Investors confident about long term growth,60,147
2022-01-31,Hydropower stocks trending among investors,67,145
2023-02-24,Investors confident about long term growth,430,115
2023-04-28,Market looks bearish today,466,6
2022-04-13,Investors confident about long term growth,305,10
2022-09-28,Great opportunity to buy hydropower stocks,465,93
2022-05-08,NEPSE might correct soon,450,56
2023-03-13,Market looks bearish today,99,39
2022-08-15,Market volatility creating trading opportunities,114,76
2023-03-06,NEPSE might correct soon,484,31
2022-08-12,Banking sector showing strong momentum,173,72
2023-05-02,Market volatility creating trading opportunities,161,6
2023-09-08,Banking stocks may rise tomorrow,294,13
2022-03-10,Market looks bearish today,50,135
2022-08-01,Banking sector showing strong momentum,215,83
2023-03-25,Market volatility creating trading opportunities,499,100
2023-11-03,Investors confident about long term growth,15,111
2023-10-29,Banking stocks may rise tomorrow,270,76
2022-07-27,Banking stocks may rise tomorrow,96,26
2023-09-06,Investors confident about long term growth,186,145
2022-02-17,Investors confident about long term growth,499,60
2022-10-01,Market volatility creating trading opportunities,227,39
2023-05-31,Banking sector showing strong momentum,448,59
2022-05-12,NEPSE might correct soon,28,104
2022-11-08,Investors confident about long term growth,493,132
2023-07-29,Great opportunity to buy hydropower stocks,292,69
2023-01-01,NEPSE might correct soon,225,109
2022-10-18,Hydropower stocks trending among investors,489,78
2023-04-16,Banking sector showing strong momentum,421,134
2022-02-05,Banking stocks may rise tomorrow,376,27
2023-08-11,Great opportunity to buy hydropower stocks,458,107
2022-01-19,Investors confident about long term growth,194,135
2022-10-07,Investors confident about long term growth,49,118
2023-10-07,Market looks bearish today,175,62
2022-06-11,Market volatility creating trading opportunities,255,25
2023-08-13,Investors confident about long term growth,158,138
2022-09-09,Banking stocks may rise tomorrow,155,71
2023-08-06,Banking sector showing strong momentum,223,39
2023-07-03,Market volatility creating trading opportunities,35,23
2022-07-25,Hydropower stocks trending among investors,45,17
2023-03-11,Banking stocks may rise tomorrow,40,111
2023-01-08,Banking sector showing strong momentum,389,93
2022-01-31,Market volatility creating trading opportunities,149,148
2022-07-16,Hydropower stocks trending among investors,74,3
2022-01-01,Banking sector showing strong momentum,311,113
2023-11-08,Market looks bearish today,234,122
2023-03-31,Great opportunity to buy hydropower stocks,170,43
2022-03-15,NEPSE might correct soon,448,74
2023-03-12,Hydropower stocks trending among investors,66,15
2023-04-24,Market looks bearish today,461,130
2022-02-19,Market looks bearish today,14,10
2022-11-16,Banking sector showing strong momentum,203,87
2022-08-01,NEPSE might correct soon,27,121
2022-05-01,Market looks bearish today,324,113
2022-09-19,Banking sector showing strong momentum,293,56
2023-06-15,Great opportunity to buy hydropower stocks,71,14
2023-04-26,Market volatility creating trading opportunities,133,59
2023-10-09,Banking stocks may rise tomorrow,12,104
2023-11-27,Market looks bearish today,257,31
2023-11-14,Hydropower stocks trending among investors,67,129
2022-11-21,Investors confident about long term growth,121,144
2023-04-26,NEPSE might correct soon,436,64
2022-08-17,Banking stocks may rise tomorrow,185,61
2022-07-21,NEPSE might correct soon,338,51
2022-04-27,Hydropower stocks trending among investors,121,65
2023-04-24,Investors confident about long term growth,480,91
2023-08-31,Market volatility creating trading opportunities,268,7
2023-07-04,Hydropower stocks trending among investors,59,76
2023-10-28,Great opportunity to buy hydropower stocks,304,69
2023-09-04,Market looks bearish today,21,10
2023-11-12,Hydropower stocks trending among investors,54,10
2022-08-05,Market volatility creating trading opportunities,461,41
2023-05-20,Hydropower stocks trending among investors,245,43
2022-10-03,NEPSE might correct soon,222,29
2022-12-05,Great opportunity to buy hydropower stocks,178,75
2022-07-27,Market looks bearish today,349,143
2022-11-29,Banking sector showing strong momentum,58,94
2022-04-25,NEPSE might correct soon,112,13
2023-10-27,Banking stocks may rise tomorrow,116,13
2023-07-08,Banking stocks may rise tomorrow,7,62
2022-08-21,Banking sector showing strong momentum,171,4
2022-05-31,Banking stocks may rise tomorrow,78,142
2022-06-03,Hydropower stocks trending among investors,473,7
2022-07-24,Banking sector showing strong momentum,14,41
2023-10-19,Market volatility creating trading opportunities,110,43
2023-11-03,Market looks bearish today,459,60
2023-01-24,Market looks bearish today,393,2
2022-08-13,Great opportunity to buy hydropower stocks,99,71
2023-09-26,Market looks bearish today,366,104
2023-07-29,Market volatility creating trading opportunities,281,138
2023-04-19,Market looks bearish today,22,107
2022-06-25,Hydropower stocks trending among investors,196,15
2023-01-20,Banking stocks may rise tomorrow,99,60
2023-03-19,NEPSE might correct soon,435,24
2022-09-02,Banking stocks may rise tomorrow,152,142
2022-12-23,Investors confident about long term growth,314,59
2023-01-18,Investors confident about long term growth,448,5
2023-01-17,Market volatility creating trading opportunities,103,102
2023-02-20,Great opportunity to buy hydropower stocks,101,42
2023-04-15,NEPSE might correct soon,266,35
2022-10-23,Hydropower stocks trending among investors,236,53
2023-01-05,NEPSE might correct soon,83,12
2023-02-26,Market looks bearish today,25,113
2023-11-28,NEPSE might correct soon,355,145
2022-02-25,Investors confident about long term growth,433,116
2023-10-10,NEPSE might correct soon,420,51
2023-06-06,NEPSE might correct soon,218,125
2023-04-21,NEPSE might correct soon,309,137
2023-01-28,Banking stocks may rise tomorrow,243,91
2022-01-31,Hydropower stocks trending among investors,345,112
2022-03-23,Hydropower stocks trending among investors,416,5
2022-09-28,Banking sector showing strong momentum,364,128
2022-06-20,Banking stocks may rise tomorrow,305,71
2022-04-09,Banking sector showing strong momentum,207,130
2022-08-02,Great opportunity to buy hydropower stocks,166,62
2022-06-28,Banking sector showing strong momentum,62,41
2022-09-09,NEPSE might correct soon,55,121
2022-10-01,Banking sector showing strong momentum,90,149
2022-02-07,Banking sector showing strong momentum,414,97
2022-08-22,Investors confident about long term growth,340,68
2022-05-19,Hydropower stocks trending among investors,42,132
2022-11-22,Banking stocks may rise tomorrow,198,48
2023-04-27,Banking stocks may rise tomorrow,177,50
2022-06-13,Market volatility creating trading opportunities,258,105
2022-05-03,NEPSE might correct soon,354,8
2023-08-28,Market looks bearish today,336,70
2023-09-24,NEPSE might correct soon,19,20
2022-08-23,Investors confident about long term growth,365,110
2023-02-26,Banking stocks may rise tomorrow,147,142
2023-02-13,Hydropower stocks trending among investors,392,123
2022-04-15,Investors confident about long term growth,170,37
2022-12-16,Banking stocks may rise tomorrow,233,9
2023-07-25,Investors confident about long term growth,285,136
2023-09-09,Market looks bearish today,55,14
2022-02-14,Hydropower stocks trending among investors,397,116
2023-02-27,Market looks bearish today,427,34
2022-06-02,Market looks bearish today,176,83
2022-07-19,Market volatility creating trading opportunities,489,24
2022-01-19,Market volatility creating trading opportunities,83,118
2023-03-15,NEPSE might correct soon,12,140
2022-05-24,NEPSE might correct soon,495,30
2023-02-25,Market looks bearish today,376,62
2023-01-10,Market volatility creating trading opportunities,296,125
2023-07-29,Market looks bearish today,99,3
2022-08-19,Great opportunity to buy hydropower stocks,467,148
2023-01-09,Banking stocks may rise tomorrow,62,108
2023-01-19,Great opportunity to buy hydropower stocks,204,116
2022-03-05,Market volatility creating trading opportunities,330,133
2022-07-12,Market volatility creating trading opportunities,349,75
2023-08-21,Investors confident about long term growth,399,5
2023-08-21,Great opportunity to buy hydropower stocks,430,7
2022-09-23,Banking stocks may rise tomorrow,285,75
2023-04-14,Hydropower stocks trending among investors,403,44
2023-02-21,Hydropower stocks trending among investors,445,144
2022-11-23,Banking stocks may rise tomorrow,235,96
2022-11-30,Banking stocks may rise tomorrow,226,2
2022-01-20,Market looks bearish today,64,92
2022-07-17,Great opportunity to buy hydropower stocks,370,68
2022-10-13,Investors confident about long term growth,332,22
2022-07-21,Market looks bearish today,242,95
2022-08-19,Hydropower stocks trending among investors,376,55
2023-07-02,Market volatility creating trading opportunities,338,41
2023-02-15,Hydropower stocks trending among investors,292,76
2023-07-28,Investors confident about long term growth,133,12
2023-06-10,Great opportunity to buy hydropower stocks,481,104
2022-02-26,Investors confident about long term growth,282,16
2023-11-16,Market looks bearish today,249,70
2022-07-13,Market volatility creating trading opportunities,409,83
2022-01-27,NEPSE might correct soon,33,16
2022-09-13,Banking sector showing strong momentum,217,146
2023-09-01,Hydropower stocks trending among investors,314,13
2023-11-27,Great opportunity to buy hydropower stocks,470,48
2022-10-16,Banking sector showing strong momentum,452,21
2023-05-01,Great opportunity to buy hydropower stocks,359,90
2022-07-31,Investors confident about long term growth,26,35
2022-06-21,NEPSE might correct soon,202,47
2022-04-24,Hydropower stocks trending among investors,396,132
2023-04-16,NEPSE might correct soon,371,3
2022-05-05,Investors confident about long term growth,354,117
2023-05-30,Market looks bearish today,201,75
2022-08-22,NEPSE might correct soon,79,144
2023-05-29,Market looks bearish today,188,99
2022-11-12,Banking sector showing strong momentum,138,112
2023-02-10,Banking sector showing strong momentum,69,74
2023-11-03,NEPSE might correct soon,308,140
2022-04-19,Investors confident about long term growth,401,1
2022-05-26,Market looks bearish today,103,89
2023-03-30,Hydropower stocks trending among investors,270,58
2022-11-17,Banking stocks may rise tomorrow,429,115
2023-08-30,NEPSE might correct soon,279,90
2022-01-16,Banking sector showing strong momentum,120,106
2022-04-29,NEPSE might correct soon,319,102
2022-11-27,Banking stocks may rise tomorrow,95,85
2022-06-20,NEPSE might correct soon,219,38
2023-05-04,Investors confident about long term growth,446,54
2023-09-27,Great opportunity to buy hydropower stocks,203,97
2022-09-05,Market volatility creating trading opportunities,341,51
2023-05-25,Market looks bearish today,252,27
2022-09-23,Hydropower stocks trending among investors,437,8
2023-04-21,Market looks bearish today,465,69
2022-03-09,NEPSE might correct soon,183,54
2023-10-09,Great opportunity to buy hydropower stocks,295,15
2023-06-24,Market volatility creating trading opportunities,288,66
2023-11-05,Great opportunity to buy hydropower stocks,147,123
2022-07-14,Investors confident about long term growth,10,28
2022-11-06,Market looks bearish today,152,14
2022-12-24,Great opportunity to buy hydropower stocks,177,57
2022-07-16,NEPSE might correct soon,265,127
2023-08-09,Banking stocks may rise tomorrow,323,38
2023-02-05,Market looks bearish today,201,145
2023-11-30,Hydropower stocks trending among investors,299,123
2022-07-12,Investors confident about long term growth,57,86
2022-12-05,NEPSE might correct soon,491,124
2023-07-21,NEPSE might correct soon,397,48
2022-11-09,Market looks bearish today,28,42
2023-04-27,Hydropower stocks trending among investors,360,120
2023-10-11,Hydropower stocks trending among investors,411,50
2023-10-21,Market looks bearish today,237,76
2022-07-16,Banking stocks may rise tomorrow,18,40
2022-11-06,Market volatility creating trading opportunities,108,30
2023-09-22,Banking sector showing strong momentum,269,63
2022-07-05,Hydropower stocks trending among investors,140,18
2022-11-08,Market looks bearish today,295,25
2022-10-02,NEPSE might correct soon,392,36
2022-06-17,Market looks bearish today,278,103
2022-01-24,Banking sector showing strong momentum,235,52
2022-01-25,Investors confident about long term growth,500,93
2023-08-21,Market volatility creating trading opportunities,40,2
2023-04-08,Banking sector showing strong momentum,433,71
2023-03-27,Banking sector showing strong momentum,50,75
2023-02-23,Market volatility creating trading opportunities,496,21
2022-01-12,Banking sector showing strong momentum,5,106
2023-05-17,Banking stocks may rise tomorrow,435,37
2022-06-16,Hydropower stocks trending among investors,83,36
2023-09-08,Market looks bearish today,224,110
2022-08-17,Investors confident about long term growth,460,5
2022-12-21,Market volatility creating trading opportunities,359,25
2022-03-25,Hydropower stocks trending among investors,265,32
2023-05-19,Market volatility creating trading opportunities,53,32
2022-08-02,Market volatility creating trading opportunities,297,52
2022-08-11,Investors confident about long term growth,447,124
2022-02-25,Market volatility creating trading opportunities,427,49
2022-07-09,Market looks bearish today,35,121
2022-04-01,Market looks bearish today,404,81
2022-03-25,Hydropower stocks trending among investors,213,25
2022-11-26,Market volatility creating trading opportunities,488,3
2023-08-15,Banking stocks may rise tomorrow,97,92
2022-06-26,Market looks bearish today,380,26
2022-02-22,Banking stocks may rise tomorrow,190,140
2023-04-06,Market volatility creating trading opportunities,152,23
2022-01-05,Banking sector showing strong momentum,43,92
